AddressLine1,AddressLine2,AddressLine3,AddressLine4,BusinessName,BusinessType,BusinessTypeID,ChangesByServerID,Distance,FHRSID,LocalAuthorityBusinessID,LocalAuthorityCode,LocalAuthorityEmailAddress,LocalAuthorityName,LocalAuthorityWebSite,NewRatingPending,Phone,PostCode,RatingDate,RatingKey,RatingValue,RightToReply,SchemeType,geocode,scores,lon,lat
,60 Kingsway,,London,Greggs,Retailers - other,4613,0,0.7890185264919501,1132684,196139,506,foodsafety@camden.gov.uk,Camden,http://www.camden.gov.uk,False,,WC2B 6DS,2023-10-21T00:00:00,fhrs_5_en-gb,5,,FHRS,"{'longitude': '-0.1188724', 'latitude': '51.5166736'}","{'Hygiene': 5, 'Structural': 0, 'ConfidenceInManagement': 5}",-0.1188724,51.5166736
421-422 STRAND,,LONDON,,Greggs,Retailers - other,4613,0,0.6160769591050619,1496929,22/00236/COMM,533,foodsafety@westminster.gov.uk,Westminster,http://www.westminster.gov.uk/,False,,WC2R 0PS,2024-07-20T00:00:00,fhrs_5_en-gb,5,,FHRS,"{'longitude': '-0.1234035', 'latitude': '51.5098847'}","{'Hygiene': 0, 'Structural': 0, 'ConfidenceInManagement': 0}",-0.1234035,51.5098847
12A STRUTTON GROUND,,LONDON,,Greggs,Restaurant/Cafe/Canteen,1,0,1.1313446976374095,428131,01560/0012/0/000,533,foodsafety@westminster.gov.uk,Westminster,http://www.westminster.gov.uk/,False,,SW1P 2HP,2021-04-13T00:00:00,fhrs_5_en-gb,5,,FHRS,"{'longitude': '-0.134082', 'latitude': '51.4971954'}","{'Hygiene': 0, 'Structural': 5, 'ConfidenceInManagement': 5}",-0.134082,51.4971954
UNIT 2 EMBANKMENT UNDERGROUND STATION VICTORIA EMBANKMENT,,LONDON,,Greggs,Retailers - other,4613,0,0.7519770025365462,1689924,LW4VXP-VAK1AE-DM97SQ,533,foodsafety@westminster.gov.uk,Westminster,http://www.westminster.gov.uk/,False,,WC2N 6PA,2024-04-03T00:00:00,fhrs_5_en-gb,5,,FHRS,"{'longitude': '-0.122216', 'latitude': '51.5072218'}","{'Hygiene': 0, 'Structural': 0, 'ConfidenceInManagement': 0}",-0.122216,51.5072218
29-31 PALMER STREET,,LONDON,,Greggs,Takeaway/sandwich shop,7844,0,1.0575699518426276,839683,15/00337/COMM,533,foodsafety@westminster.gov.uk,Westminster,http://www.westminster.gov.uk/,False,,SW1H 0PH,2023-10-23T00:00:00,fhrs_5_en-gb,5,,FHRS,"{'longitude': '-0.1352795', 'latitude': '51.4982127'}","{'Hygiene': 0, 'Structural': 0, 'ConfidenceInManagement': 0}",-0.1352795,51.4982127
,9 High Holborn,,London,Greggs Ltd,Takeaway/sandwich shop,7844,0,1.1107949958248169,1945683,205482,506,foodsafety@camden.gov.uk,Camden,http://www.camden.gov.uk,False,,WC1V 6DR,2026-07-14T00:00:00,fhrs_5_en-gb,5,,FHRS,"{'longitude': '-0.11182362', 'latitude': '51.51825965'}","{'Hygiene': 0, 'Structural': 5, 'ConfidenceInManagement': 0}",-0.11182362,51.51825965
,100 Robert Street,,London,Greggs PLC,Retailers - other,4613,0,1.0892646420713816,1784203,205175,506,foodsafety@camden.gov.uk,Camden,http://www.camden.gov.uk,False,,NW1 3QP,2025-06-30T00:00:00,fhrs_5_en-gb,5,,FHRS,"{'longitude': '-0.1433769', 'latitude': '51.5286735'}","{'Hygiene': 0, 'Structural': 0, 'ConfidenceInManagement': 0}",-0.1433769,51.5286735
Unit 2  101/106,Tottenham Court Road,,London,Greggs PLC,Takeaway/sandwich shop,7844,0,0.6315041217497184,1417960,200372,506,foodsafety@camden.gov.uk,Camden,http://www.camden.gov.uk,False,,W1T 4TT,2026-06-02T00:00:00,fhrs_5_en-gb,5,,FHRS,"{'longitude': '-0.136691', 'latitude': '51.5226393'}","{'Hygiene': 0, 'Structural': 5, 'ConfidenceInManagement': 5}",-0.136691,51.5226393
BASEMENT AND GROUND FLOOR 15 GREYCOAT PLACE,,LONDON,,Greycoat Express Limited,Retailers - other,4613,0,1.1732216886766005,1320498,21/00050/COMM,533,foodsafety@westminster.gov.uk,Westminster,http://www.westminster.gov.uk/,False,,SW1P 1SB,2023-02-07T00:00:00,fhrs_5_en-gb,5,,FHRS,"{'longitude': '-0.1354201', 'latitude': '51.4965333'}","{'Hygiene': 5, 'Structural': 5, 'ConfidenceInManagement': 5}",-0.1354201,51.4965333
10 GROSVENOR STREET,,LONDON,,Grilandia,Restaurant/Cafe/Canteen,1,0,0.4076746749273109,1745432,BKCNTK-0MB2DA-1YZ71C,533,foodsafety@westminster.gov.uk,Westminster,http://www.westminster.gov.uk/,False,,W1K 4QB,2024-09-11T00:00:00,fhrs_5_en-gb,5,,FHRS,"{'longitude': '-0.1457347', 'latitude': '51.5121643'}","{'Hygiene': 5, 'Structural': 5, 'ConfidenceInManagement': 5}",-0.1457347,51.5121643
11-12 HANOVER STREET,,LONDON,,Grilandia,Restaurant/Cafe/Canteen,1,0,0.2583407341605029,1809089,F1XTX3-JE6QPF-6NN7YS,533,foodsafety@westminster.gov.uk,Westminster,http://www.westminster.gov.uk/,False,,W1S 1YQ,2025-04-23T00:00:00,fhrs_5_en-gb,5,,FHRS,"{'longitude': '-0.1425043', 'latitude': '51.5136329'}","{'Hygiene': 0, 'Structural': 5, 'ConfidenceInManagement': 5}",-0.1425043,51.5136329
,262 Tottenham Court Road,,London,Grosvenor Casino St Giles,Other catering premises,7841,0,0.3759482067264282,424577,26741,506,foodsafety@camden.gov.uk,Camden,http://www.camden.gov.uk,False,,W1T 7RG,2022-11-12T00:00:00,fhrs_5_en-gb,5,,FHRS,"{'longitude': '-0.1304443', 'latitude': '51.5174251'}","{'Hygiene': 0, 'Structural': 0, 'ConfidenceInManagement': 0}",-0.1304443,51.5174251
44-45 DEAN STREET,,LONDON,,Groucho Club,Restaurant/Cafe/Canteen,1,0,0.198677202429336,412874,00953/0045/0/000,533,foodsafety@westminster.gov.uk,Westminster,http://www.westminster.gov.uk/,False,,W1D 4QB,2025-07-22T00:00:00,fhrs_5_en-gb,5,,FHRS,"{'longitude': '-0.1318985', 'latitude': '51.5132397'}","{'Hygiene': 0, 'Structural': 5, 'ConfidenceInManagement': 5}",-0.1318985,51.5132397
10 KINGSWAY,,LONDON,,Guido's,Restaurant/Cafe/Canteen,1,0,0.8246715318007158,1693246,KL92BZ-YL68TJ-SMJ9HA,533,foodsafety@westminster.gov.uk,Westminster,http://www.westminster.gov.uk/,False,,WC2B 6LH,2024-03-12T00:00:00,fhrs_5_en-gb,5,,FHRS,"{'longitude': '-0.1173235', 'latitude': '51.5136901'}","{'Hygiene': 0, 'Structural': 5, 'ConfidenceInManagement': 5}",-0.1173235,51.5136901
,43-45 Bloomsbury Square,,London,Guildhouse School,School/college/university,7845,0,0.7151162012406974,426279,70879,506,foodsafety@camden.gov.uk,Camden,http://www.camden.gov.uk,False,,WC1A 2RA,2025-04-23T00:00:00,fhrs_5_en-gb,5,,FHRS,"{'longitude': '-0.1218841', 'latitude': '51.5184394'}","{'Hygiene': 0, 'Structural': 5, 'ConfidenceInManagement': 5}",-0.1218841,51.5184394
,64 Grafton Way,,London,GUILIN RAMEN HOUSE,Restaurant/Cafe/Canteen,1,0,0.691048025102071,1726428,204293,506,foodsafety@camden.gov.uk,Camden,http://www.camden.gov.uk,False,,W1T 5DP,2026-01-07T00:00:00,fhrs_5_en-gb,5,,FHRS,"{'longitude': '-0.1382849', 'latitude': '51.52344'}","{'Hygiene': 5, 'Structural': 5, 'ConfidenceInManagement': 5}",-0.1382849,51.52344
61 CURZON STREET,,LONDON,,Guillam Coffee House,Restaurant/Cafe/Canteen,1,0,0.5411583294559522,1627349,A4G4PJ-FPTGGQ-FD3GCC,533,foodsafety@westminster.gov.uk,Westminster,http://www.westminster.gov.uk/,False,,W1J 8PD,2025-02-15T00:00:00,fhrs_5_en-gb,5,,FHRS,"{'longitude': '-0.1449084', 'latitude': '51.5076728'}","{'Hygiene': 0, 'Structural': 5, 'ConfidenceInManagement': 0}",-0.1449084,51.5076728
1 MERCER WALK,WESTMINSTER,LONDON,,Guinness Open Gate Brewery London,Pub/bar/nightclub,7843,0,0.4703735503513363,1889034,FDE828-MWRCML-FWVD2A,533,foodsafety@westminster.gov.uk,Westminster,http://www.westminster.gov.uk/,False,,WC2H 9FA,2026-01-14T00:00:00,fhrs_5_en-gb,5,,FHRS,"{'longitude': '-0.1255708', 'latitude': '51.5132098'}","{'Hygiene': 5, 'Structural': 0, 'ConfidenceInManagement': 0}",-0.1255708,51.5132098
BASEMENT AND GROUND FLOOR 20 GREEK STREET,,LONDON,,Gunpowder,Restaurant/Cafe/Canteen,1,0,0.8034131721657318,1383441,21/00427/COMM,533,foodsafety@westminster.gov.uk,Westminster,http://www.westminster.gov.uk/,False,,W1D 4DU,2024-05-14T00:00:00,fhrs_5_en-gb,5,,FHRS,"{'longitude': '-0.1551383', 'latitude': '51.51268452'}","{'Hygiene': 5, 'Structural': 5, 'ConfidenceInManagement': 0}",-0.1551383,51.51268452
35 NEWPORT COURT,,LONDON,,Guo C100 Fruitlife,Restaurant/Cafe/Canteen,1,0,0.3424015354448937,1065478,18/00194/COMM,533,foodsafety@westminster.gov.uk,Westminster,http://www.westminster.gov.uk/,False,,WC2H 7PQ,2021-04-20T00:00:00,fhrs_5_en-gb,5,,FHRS,"{'longitude': '-0.1289266', 'latitude': '51.5119693'}","{'Hygiene': 0, 'Structural': 5, 'ConfidenceInManagement': 0}",-0.1289266,51.5119693
BASEMENT AND GROUND FLOOR 42 ALBEMARLE STREET,WEST END,LONDON,,Gymkhana,Restaurant/Cafe/Canteen,1,0,0.4146189447372365,413545,01254/0042/0/000,533,foodsafety@westminster.gov.uk,Westminster,http://www.westminster.gov.uk/,False,,W1S 4JH,2025-08-27T00:00:00,fhrs_5_en-gb,5,,FHRS,"{'longitude': '-0.1416356', 'latitude': '51.5084214'}","{'Hygiene': None, 'Structural': None, 'ConfidenceInManagement': None}",-0.1416356,51.5084214
21 ARLINGTON STREET,,LONDON,,H&W Catering Ltd,Restaurant/Cafe/Canteen,1,0,0.5137973536817391,1592667,23/00093/COMM,533,foodsafety@westminster.gov.uk,Westminster,http://www.westminster.gov.uk/,False,,SW1A 1RN,2023-07-04T00:00:00,fhrs_5_en-gb,5,,FHRS,"{'longitude': '-0.141331', 'latitude': '51.5066989'}","{'Hygiene': 5, 'Structural': 5, 'ConfidenceInManagement': 5}",-0.141331,51.5066989
CARDINAL HOUSE 39-40 ALBEMARLE STREET,WEST END,LONDON,,H&W Catering Ltd,Restaurant/Cafe/Canteen,1,0,0.407558190413709,1962985,FQFL9X-J9K14Y-06TA3P,533,foodsafety@westminster.gov.uk,Westminster,http://www.westminster.gov.uk/,False,,W1S 4JQ,2026-07-20T00:00:00,fhrs_5_en-gb,5,,FHRS,"{'longitude': '-0.1418291', 'latitude': '51.5086223'}","{'Hygiene': 5, 'Structural': 5, 'ConfidenceInManagement': 5}",-0.1418291,51.5086223
,212 Shaftesbury Avenue,,London,H.I.S. EUROPE LTD,Takeaway/sandwich shop,7844,0,0.4886746242770237,1391975,199986,506,foodsafety@camden.gov.uk,Camden,http://www.camden.gov.uk,False,,WC2H 8EB,2022-05-06T00:00:00,fhrs_5_en-gb,5,,FHRS,"{'longitude': '-0.1260654', 'latitude': '51.5163031'}","{'Hygiene': 0, 'Structural': 0, 'ConfidenceInManagement': 0}",-0.1260654,51.5163031
56 BREWER STREET,,LONDON,,Hachi Restaurant,Restaurant/Cafe/Canteen,1,0,0.1441790854897159,1206509,19/00496/COMM,533,foodsafety@westminster.gov.uk,Westminster,http://www.westminster.gov.uk/,False,,W1F 9TJ,2026-01-23T00:00:00,fhrs_5_en-gb,5,,FHRS,"{'longitude': '-0.136022', 'latitude': '51.5114348'}","{'Hygiene': 5, 'Structural': 5, 'ConfidenceInManagement': 5}",-0.136022,51.5114348
25 NORTH AUDLEY STREET,,LONDON,,Hagen Espresso Bar,Restaurant/Cafe/Canteen,1,0,0.7434580004858089,1763952,BTL67T-6XZTEZ-JYAR13,533,foodsafety@westminster.gov.uk,Westminster,http://www.westminster.gov.uk/,False,,W1K 6WS,2024-10-25T00:00:00,fhrs_5_en-gb,5,,FHRS,"{'longitude': '-0.1537876', 'latitude': '51.5133165'}","{'Hygiene': 5, 'Structural': 5, 'ConfidenceInManagement': 5}",-0.1537876,51.5133165
6 BROOK STREET,WEST END,LONDON,,Hagen Espresso Bar,Restaurant/Cafe/Canteen,1,0,0.3575535359234259,1686863,GPDDRY-E0L3LA-6VKQTJ,533,foodsafety@westminster.gov.uk,Westminster,http://www.westminster.gov.uk/,False,,W1S 1BB,2024-01-04T00:00:00,fhrs_5_en-gb,5,,FHRS,"{'longitude': '-0.1448154', 'latitude': '51.5135076'}","{'Hygiene': 0, 'Structural': 0, 'ConfidenceInManagement': 0}",-0.1448154,51.5135076
15-16 RUSSELL STREET,,LONDON,,Hagen Espresso Bar,Restaurant/Cafe/Canteen,1,0,0.6544184573944227,1876415,EZ77MM-YLYRD0-81G7LM,533,foodsafety@westminster.gov.uk,Westminster,http://www.westminster.gov.uk/,False,,WC2B 5HP,2025-10-21T00:00:00,fhrs_5_en-gb,5,,FHRS,"{'longitude': '-0.12134155', 'latitude': '51.51265428'}","{'Hygiene': 0, 'Structural': 5, 'ConfidenceInManagement': 5}",-0.12134155,51.51265428
82 MARYLEBONE HIGH STREET,,LONDON,,Hagen Espresso Bar Marylebone,Restaurant/Cafe/Canteen,1,0,0.83007959961569,1415418,01405/0082/0/000,533,foodsafety@westminster.gov.uk,Westminster,http://www.westminster.gov.uk/,False,,W1U 4QN,2024-02-21T00:00:00,fhrs_5_en-gb,5,,FHRS,"{'longitude': '-0.1521253', 'latitude': '51.5205564'}","{'Hygiene': 0, 'Structural': 0, 'ConfidenceInManagement': 0}",-0.1521253,51.5205564
UNITS 4 AND 5 TROCADERO 13 COVENTRY STREET,,LONDON,,Haidilao Hot Pot,Restaurant/Cafe/Canteen,1,0,0.2318566060725384,1098666,19/00021/COMM,533,foodsafety@westminster.gov.uk,Westminster,http://www.westminster.gov.uk/,False,,W1D 7AB,2025-02-03T00:00:00,fhrs_5_en-gb,5,,FHRS,"{'longitude': '-0.1329864', 'latitude': '51.5109548'}","{'Hygiene': 0, 'Structural': 0, 'ConfidenceInManagement': 0}",-0.1329864,51.5109548
17 BRUTON STREET,,LONDON,,Hakkasan,Restaurant/Cafe/Canteen,1,0,0.4072908302959446,631982,01138/0017/0/000,533,foodsafety@westminster.gov.uk,Westminster,http://www.westminster.gov.uk/,False,,W1J 6QB,2026-03-20T00:00:00,fhrs_5_en-gb,5,,FHRS,"{'longitude': '-0.1445389', 'latitude': '51.5103828'}","{'Hygiene': 5, 'Structural': 5, 'ConfidenceInManagement': 0}",-0.1445389,51.5103828
HALCYON LONDON INTERNATIONAL SCHOOL 33 SEYMOUR PLACE,,LONDON,,Halcyon London International School,School/college/university,7845,0,1.0946221637443252,1568166,22/00702/COMM,533,foodsafety@westminster.gov.uk,Westminster,http://www.westminster.gov.uk/,False,,W1H 5AP,2025-01-14T00:00:00,fhrs_5_en-gb,5,,FHRS,"{'longitude': '-0.1617388', 'latitude': '51.5155726'}","{'Hygiene': 0, 'Structural': 5, 'ConfidenceInManagement': 0}",-0.1617388,51.5155726
,100-102 Judd Street,,,Half Cup,Restaurant/Cafe/Canteen,1,0,1.1153694812914103,759353,81858,506,foodsafety@camden.gov.uk,Camden,http://www.camden.gov.uk,False,,WC1H 9NT,2023-03-08T00:00:00,fhrs_5_en-gb,5,,FHRS,"{'longitude': '-0.124834', 'latitude': '51.527919'}","{'Hygiene': 0, 'Structural': 5, 'ConfidenceInManagement': 0}",-0.124834,51.527919
407 OXFORD STREET,,LONDON,,Half Million,Restaurant/Cafe/Canteen,1,0,0.616177191413068,1540576,22/00545/COMM,533,foodsafety@westminster.gov.uk,Westminster,http://www.westminster.gov.uk/,False,,W1C 2PA,2024-02-13T00:00:00,fhrs_5_en-gb,5,,FHRS,"{'longitude': '-0.1508036', 'latitude': '51.5140428'}","{'Hygiene': 0, 'Structural': 0, 'ConfidenceInManagement': 0}",-0.1508036,51.5140428
7 DUNCANNON STREET,,LONDON,,Halfway To Heaven,Restaurant/Cafe/Canteen,1,0,0.5523520032518879,411372,00363/0007/0/000,533,foodsafety@westminster.gov.uk,Westminster,http://www.westminster.gov.uk/,False,,WC2N 4JF,2026-07-17T00:00:00,fhrs_5_en-gb,5,,FHRS,"{'longitude': '-0.1265145', 'latitude': '51.5084716'}","{'Hygiene': 5, 'Structural': 5, 'ConfidenceInManagement': 5}",-0.1265145,51.5084716
HAM YARD HOTEL 1 HAM YARD,,LONDON,,Ham Yard Hotel,Hotel/bed & breakfast/guest house,7842,0,0.1813732706233965,720253,14/00154/COMM,533,foodsafety@westminster.gov.uk,Westminster,http://www.westminster.gov.uk/,False,,W1D 7DT,2025-02-24T00:00:00,fhrs_5_en-gb,5,,FHRS,"{'longitude': '-0.1345781', 'latitude': '51.5111635'}","{'Hygiene': 5, 'Structural': 5, 'ConfidenceInManagement': 0}",-0.1345781,51.5111635
188-196 REGENT STREET,,LONDON,,Hans & Gretel,Restaurant/Cafe/Canteen,1,0,0.1608348433121307,1559404,22/00655/COMM,533,foodsafety@westminster.gov.uk,Westminster,http://www.westminster.gov.uk/,False,,W1B 5BT,2024-09-24T00:00:00,fhrs_5_en-gb,5,,FHRS,"{'longitude': '-0.1400732', 'latitude': '51.512812'}","{'Hygiene': None, 'Structural': None, 'ConfidenceInManagement': None}",-0.1400732,51.512812
,2 New Oxford Street,,London,Happy Lamb Hot Pot Restaurant,Restaurant/Cafe/Canteen,1,0,0.5926250200148852,1199658,196081,506,foodsafety@camden.gov.uk,Camden,http://www.camden.gov.uk,False,,WC1A 1AD,2022-01-13T00:00:00,fhrs_5_en-gb,5,,FHRS,"{'longitude': '-0.1241778', 'latitude': '51.517343'}","{'Hygiene': 0, 'Structural': 0, 'ConfidenceInManagement': 5}",-0.1241778,51.517343
GROUND FLOOR 40 HANWAY STREET,,LONDON,,HAPPY SKY BAKERY,Retailers - other,4613,0,0.2700377452440298,1747677,AC9P19-T1568D-48HLSN,533,foodsafety@westminster.gov.uk,Westminster,http://www.westminster.gov.uk/,False,,W1T 1US,2025-05-22T00:00:00,fhrs_5_en-gb,5,,FHRS,"{'longitude': '-0.1326691', 'latitude': '51.5165972'}","{'Hygiene': None, 'Structural': None, 'ConfidenceInManagement': None}",-0.1326691,51.5165972
150 OLD PARK LANE,,LONDON,,Hard Rock Cafe,Restaurant/Cafe/Canteen,1,0,0.8537682326592277,412551,00861/0150/0/000,533,foodsafety@westminster.gov.uk,Westminster,http://www.westminster.gov.uk/,False,,W1K 1QZ,2026-06-18T00:00:00,fhrs_5_en-gb,5,,FHRS,"{'longitude': '-0.1491226', 'latitude': '51.5039625'}","{'Hygiene': 5, 'Structural': 5, 'ConfidenceInManagement': 5}",-0.1491226,51.5039625
CRITERION BUILDING 225-229 PICCADILLY,,LONDON,,Hard Rock Cafe Piccadilly,Takeaway/sandwich shop,7844,0,0.2784231450622261,1269077,20/00337/COMM,533,foodsafety@westminster.gov.uk,Westminster,http://www.westminster.gov.uk/,False,,W1J 9HR,2025-09-26T00:00:00,fhrs_5_en-gb,5,,FHRS,"{'longitude': '-0.1336645', 'latitude': '51.5098775'}","{'Hygiene': 0, 'Structural': 0, 'ConfidenceInManagement': 0}",-0.1336645,51.5098775
,11-13 Brunswick Centre,,London,Hare & Tortoise,Pub/bar/nightclub,7843,0,0.9307073381057832,425417,55731,506,foodsafety@camden.gov.uk,Camden,http://www.camden.gov.uk,False,,WC1N 1AF,2025-11-12T00:00:00,fhrs_5_en-gb,5,,FHRS,"{'longitude': '-0.123503997921944', 'latitude': '51.5242729187012'}","{'Hygiene': 0, 'Structural': 0, 'ConfidenceInManagement': 5}",-0.123503997921944,51.5242729187012
18-22 QUEEN ANNE STREET,,LONDON,,Harley Street Specialist Hospital (Hssh),Restaurant/Cafe/Canteen,1,0,0.5567458662910582,414635,06/00154/COMM,533,foodsafety@westminster.gov.uk,Westminster,http://www.westminster.gov.uk/,False,,W1G 8HU,2024-07-08T00:00:00,fhrs_5_en-gb,5,,FHRS,"{'longitude': '-0.1470173', 'latitude': '51.5182006'}","{'Hygiene': 0, 'Structural': 0, 'ConfidenceInManagement': 0}",-0.1470173,51.5182006
,61-63 Cartwright Gardens,,London,Harlingford Hotel,Hotel/bed & breakfast/guest house,7842,0,0.9710355828641256,423936,14784,506,foodsafety@camden.gov.uk,Camden,http://www.camden.gov.uk,False,,WC1H 9EL,2023-11-11T00:00:00,fhrs_5_en-gb,5,,FHRS,"{'longitude': '-0.12695500254631', 'latitude': '51.526237487793'}","{'Hygiene': 5, 'Structural': 5, 'ConfidenceInManagement': 5}",-0.12695500254631,51.526237487793
24 MORTIMER STREET,,LONDON,,Harris  Hoole,Restaurant/Cafe/Canteen,1,0,0.3470739094991645,1602042,13/00196/COMM,533,foodsafety@westminster.gov.uk,Westminster,http://www.westminster.gov.uk/,False,,W1T 3JP,2023-07-17T00:00:00,fhrs_5_en-gb,5,,FHRS,"{'longitude': '-0.1392182', 'latitude': '51.5182301'}","{'Hygiene': 5, 'Structural': 5, 'ConfidenceInManagement': 5}",-0.1392182,51.5182301
BASEMENT AND GROUND FLOOR 136-138 NEW CAVENDISH STREET,,LONDON,,Harris  Hoole,Restaurant/Cafe/Canteen,1,0,0.505158614977181,1013735,00597/0136/0/000,533,foodsafety@westminster.gov.uk,Westminster,http://www.westminster.gov.uk/,False,,W1W 6YD,2024-02-17T00:00:00,fhrs_5_en-gb,5,,FHRS,"{'longitude': '-0.140471', 'latitude': '51.5203812'}","{'Hygiene': 5, 'Structural': 5, 'ConfidenceInManagement': 5}",-0.140471,51.5203812
191 - 192 Fleet Street,London,,,Harris And Hoole,Restaurant/Cafe/Canteen,1,0,1.1006407964406706,1621478,23/00150/COMM,508,publicprotection@cityoflondon.gov.uk,City of London Corporation,http://www.cityoflondon.gov.uk/Corporation/homepage.htm,False,,EC4A 2NJ,2023-06-26T00:00:00,fhrs_5_en-gb,5,,FHRS,"{'longitude': '-0.1109134', 'latitude': '51.5139557'}","{'Hygiene': 5, 'Structural': 0, 'ConfidenceInManagement': 0}",-0.1109134,51.5139557
SELFRIDGES 400 OXFORD STREET,,LONDON,,Harry Gordons Bar & Kitchen,Restaurant/Cafe/Canteen,1,0,0.7054757592957908,1526585,22/00438/COMM,533,foodsafety@westminster.gov.uk,Westminster,http://www.westminster.gov.uk/,False,,W1A 1AB,2024-07-27T00:00:00,fhrs_5_en-gb,5,,FHRS,"{'longitude': '-0.1528138', 'latitude': '51.5145871'}","{'Hygiene': 0, 'Structural': 5, 'ConfidenceInManagement': 0}",-0.1528138,51.5145871
30-34 JAMES STREET,MARYLEBONE,LONDON,,Harry's Bar,Pub/bar/nightclub,7843,0,0.6181364689688915,1077600,18/00279/COMM,533,foodsafety@westminster.gov.uk,Westminster,http://www.westminster.gov.uk/,False,,W1U 1EP,2025-07-15T00:00:00,fhrs_5_en-gb,5,,FHRS,"{'longitude': '-0.1505883', 'latitude': '51.5152808'}","{'Hygiene': 0, 'Structural': 5, 'ConfidenceInManagement': 5}",-0.1505883,51.5152808
The Understudy,Royal National Theatre,South Bank,London,Hash Hut,Restaurant/Cafe/Canteen,1,0,1.0683005021591832,1889448,25/00417/COMM,522,foodhealthandsafety@lambeth.gov.uk,Lambeth,http://www.lambeth.gov.uk,False,,SE1 9PX,2026-03-06T00:00:00,fhrs_5_en-gb,5,,FHRS,"{'longitude': '-0.11406', 'latitude': '51.5068661'}","{'Hygiene': 5, 'Structural': 5, 'ConfidenceInManagement': 0}",-0.11406,51.5068661
5A AIR STREET,,LONDON,,Hawksmoor,Restaurant/Cafe/Canteen,1,0,0.2659117895616717,522125,13/00027/COMM,533,foodsafety@westminster.gov.uk,Westminster,http://www.westminster.gov.uk/,False,,W1J 0AD,2026-05-18T00:00:00,fhrs_5_en-gb,5,,FHRS,"{'longitude': '-0.1361765', 'latitude': '51.5096569'}","{'Hygiene': 0, 'Structural': 0, 'ConfidenceInManagement': 0}",-0.1361765,51.5096569
11 LANGLEY STREET,,LONDON,,Hawksmoor Seven Dials,Restaurant/Cafe/Canteen,1,0,0.4622284057556842,743934,10/00134/COMM,533,foodsafety@westminster.gov.uk,Westminster,http://www.westminster.gov.uk/,False,,WC2H 9JG,2026-03-31T00:00:00,fhrs_5_en-gb,5,,FHRS,"{'longitude': '-0.1257507', 'latitude': '51.5134384'}","{'Hygiene': 5, 'Structural': 5, 'ConfidenceInManagement': 0}",-0.1257507,51.5134384
30-31 HAYMARKET,,LONDON,,Haymarket,Retailers - other,4613,0,0.3026530289783862,1859916,JW2MPQ-AZJZM0-DT4PBG,533,foodsafety@westminster.gov.uk,Westminster,http://www.westminster.gov.uk/,False,,SW1Y 4EX,2025-09-04T00:00:00,fhrs_5_en-gb,5,,FHRS,"{'longitude': '-0.1325844', 'latitude': '51.5098603'}","{'Hygiene': 0, 'Structural': 0, 'ConfidenceInManagement': 0}",-0.1325844,51.5098603
1-5 SUFFOLK PLACE,,LONDON,,Haymarket Hotel,Hotel/bed & breakfast/guest house,7842,0,0.4286050854350411,780895,07/00093/COMM,533,foodsafety@westminster.gov.uk,Westminster,http://www.westminster.gov.uk/,False,,SW1Y 4HX,2026-03-14T00:00:00,fhrs_5_en-gb,5,,FHRS,"{'longitude': '-0.1310483', 'latitude': '51.5083071'}","{'Hygiene': 0, 'Structural': 0, 'ConfidenceInManagement': 5}",-0.1310483,51.5083071
Hayward Gallery South Bank,Belvedere Road,London,,Hayward Gallery Cafe,Restaurant/Cafe/Canteen,1,0,0.9335365732687082,1092104,18/00358/COMM,522,foodhealthandsafety@lambeth.gov.uk,Lambeth,http://www.lambeth.gov.uk,False,,SE1 8XZ,2026-03-06T00:00:00,fhrs_5_en-gb,5,,FHRS,"{'longitude': '-0.11757', 'latitude': '51.506886'}","{'Hygiene': 5, 'Structural': 0, 'ConfidenceInManagement': 0}",-0.11757,51.506886
6 FRITH STREET,,LONDON,,Hazlitts Hotel,Hotel/bed & breakfast/guest house,7842,0,0.2087327705719845,413651,01333/0006/0/000,533,foodsafety@westminster.gov.uk,Westminster,http://www.westminster.gov.uk/,False,,W1D 3JA,2023-02-01T00:00:00,fhrs_5_en-gb,5,,FHRS,"{'longitude': '-0.1318521', 'latitude': '51.514372'}","{'Hygiene': 5, 'Structural': 5, 'ConfidenceInManagement': 0}",-0.1318521,51.514372
Grafton Way Building,1 Grafton Way,,London,HCA ON 5TH FLOOR GRAFTON WAY BUILDING 1,Restaurant/Cafe/Canteen,1,0,0.7873129469825473,1602487,202417,506,foodsafety@camden.gov.uk,Camden,http://www.camden.gov.uk,False,,WC1E 6AS,2025-08-15T00:00:00,fhrs_5_en-gb,5,,FHRS,"{'longitude': '-0.136885', 'latitude': '51.5248926'}","{'Hygiene': 5, 'Structural': 0, 'ConfidenceInManagement': 5}",-0.136885,51.5248926
6 SHEPHERD MARKET,,LONDON,,Healistic,Retailers - other,4613,0,0.6407278890910824,1540570,00164/0006/0/000,533,foodsafety@westminster.gov.uk,Westminster,http://www.westminster.gov.uk/,False,,W1J 7QD,2022-10-19T00:00:00,fhrs_5_en-gb,5,,FHRS,"{'longitude': '-0.1461829', 'latitude': '51.506452'}","{'Hygiene': 0, 'Structural': 0, 'ConfidenceInManagement': 0}",-0.1461829,51.506452
