AddressLine1,AddressLine2,AddressLine3,AddressLine4,BusinessName,BusinessType,BusinessTypeID,ChangesByServerID,Distance,FHRSID,LocalAuthorityBusinessID,LocalAuthorityCode,LocalAuthorityEmailAddress,LocalAuthorityName,LocalAuthorityWebSite,NewRatingPending,Phone,PostCode,RatingDate,RatingKey,RatingValue,RightToReply,SchemeType,geocode,scores,lon,lat
GROUND FLOOR 3 SHELDON SQUARE,REGENT'S PARK,LONDON,,Eurest @ VMO2 Paddington,Restaurant/Cafe/Canteen,1,0,1.9480972905406733,1788609,KGWPV4-CV9DAJ-TGVEPQ,533,foodsafety@westminster.gov.uk,Westminster,http://www.westminster.gov.uk/,False,,W2 6HY,2026-02-02T00:00:00,fhrs_5_en-gb,5,,FHRS,"{'longitude': '-0.1807002', 'latitude': '51.5196991'}","{'Hygiene': None, 'Structural': None, 'ConfidenceInManagement': None}",-0.1807002,51.5196991
Eurest c/o Royal Mail,Mount Pleasant Mail Centre,Farringdon Road,London,Eurest c/o Royal Mail,Other catering premises,7841,0,1.3010425101370955,1344281,PI/000288079,519,Commercial.Envh@islington.gov.uk,Islington,http://www.islington.gov.uk,False,,EC1A 1BB,2025-05-29T00:00:00,fhrs_5_en-gb,5,,FHRS,"{'longitude': '-0.1120166', 'latitude': '51.524567'}","{'Hygiene': 0, 'Structural': 5, 'ConfidenceInManagement': 0}",-0.1120166,51.524567
EUREST COMPASS GROUP UK@Sainsburys,33 Charterhouse Street,London,EC1M 6HA,"EUREST, COMPASS GROUP UK@Sainsburys",Other catering premises,7841,0,1.410788099146846,1844281,PI/000297585,519,Commercial.Envh@islington.gov.uk,Islington,http://www.islington.gov.uk,False,,EC1M 6HA,2025-08-19T00:00:00,fhrs_5_en-gb,5,,FHRS,"{'longitude': '-0.1049225', 'latitude': '51.519048'}","{'Hygiene': 0, 'Structural': 0, 'ConfidenceInManagement': 0}",-0.1049225,51.519048
,3-16 Woburn Place,,London,Euro Food & Wine,Retailers - other,4613,0,0.8178126119529024,424752,32867,506,foodsafety@camden.gov.uk,Camden,http://www.camden.gov.uk,False,,WC1H 0LS,2026-06-03T00:00:00,fhrs_5_en-gb,5,,FHRS,"{'longitude': '-0.126119002699852', 'latitude': '51.5234184265137'}","{'Hygiene': 0, 'Structural': 5, 'ConfidenceInManagement': 5}",-0.126119002699852,51.5234184265137
12 CRAVEN ROAD,,LONDON,,Euro Food And Wine,Retailers - other,4613,0,1.7415198763480626,413353,01158/0012/0/000,533,foodsafety@westminster.gov.uk,Westminster,http://www.westminster.gov.uk/,False,,W2 3PX,2021-05-19T00:00:00,fhrs_5_en-gb,5,,FHRS,"{'longitude': '-0.1769197', 'latitude': '51.5151081'}","{'Hygiene': 5, 'Structural': 5, 'ConfidenceInManagement': 5}",-0.1769197,51.5151081
,51-53 Cartwright Gardens,,London,Euro Hotel,Hotel/bed & breakfast/guest house,7842,0,0.9709630691936059,426311,7142,506,foodsafety@camden.gov.uk,Camden,http://www.camden.gov.uk,False,,WC1H 9EL,2023-11-11T00:00:00,fhrs_5_en-gb,5,,FHRS,"{'longitude': '-0.1269549', 'latitude': '51.5262363'}","{'Hygiene': 0, 'Structural': 0, 'ConfidenceInManagement': 0}",-0.1269549,51.5262363
St Pancras International Stati,Pancras Road,,London,Eurostar,Other catering premises,7841,0,1.3167125568594222,632473,59946,506,foodsafety@camden.gov.uk,Camden,http://www.camden.gov.uk,False,,NW1 2QL,2026-04-01T00:00:00,fhrs_5_en-gb,5,,FHRS,"{'longitude': '-0.1261217', 'latitude': '51.5314298'}","{'Hygiene': 0, 'Structural': 5, 'ConfidenceInManagement': 0}",-0.1261217,51.5314298
,194-202,Old Kent Road,London,Eurotraveller hotel,Hotel/bed & breakfast/guest house,7842,0,2.8687628662693716,776601,111336,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,False,,SE1 5TY,2025-12-17T00:00:00,fhrs_5_en-gb,5,,FHRS,"{'longitude': '-0.081129', 'latitude': '51.490351'}","{'Hygiene': 5, 'Structural': 0, 'ConfidenceInManagement': 5}",-0.081129,51.490351
Outside,210 Euston Road,,London,Euston Coffee Kiosk (king of falafel),Retailers - other,4613,0,0.8762877553413587,1109857,195096,506,foodsafety@camden.gov.uk,Camden,http://www.camden.gov.uk,False,,NW1 2DA,2020-03-09T00:00:00,fhrs_5_en-gb,5,,FHRS,"{'longitude': '-0.135377', 'latitude': '51.5261636'}","{'Hygiene': 0, 'Structural': 5, 'ConfidenceInManagement': 5}",-0.135377,51.5261636
,70 Eversholt Street,,London,Euston Express,Retailers - other,4613,0,1.1244415576282378,426321,71612,506,foodsafety@camden.gov.uk,Camden,http://www.camden.gov.uk,False,,NW1 1DA,2023-03-01T00:00:00,fhrs_5_en-gb,5,,FHRS,"{'longitude': '-0.1330726', 'latitude': '51.5296341'}","{'Hygiene': 0, 'Structural': 0, 'ConfidenceInManagement': 5}",-0.1330726,51.5296341
,28 Phoenix Road,,London,EUSTON FOOD BANK,Retailers - other,4613,0,1.1657334791804015,1542744,201664,506,foodsafety@camden.gov.uk,Camden,http://www.camden.gov.uk,False,,NW1 1TA,2025-07-08T00:00:00,fhrs_5_en-gb,5,,FHRS,"{'longitude': '-0.1326744', 'latitude': '51.5302033'}","{'Hygiene': 0, 'Structural': 0, 'ConfidenceInManagement': 0}",-0.1326744,51.5302033
West Lodge,190 Euston Road,,,Euston Tap,Pub/bar/nightclub,7843,0,0.9464124831732867,552771,75938,506,foodsafety@camden.gov.uk,Camden,http://www.camden.gov.uk,False,,NW1 2EF,2026-02-11T00:00:00,fhrs_5_en-gb,5,,FHRS,"{'longitude': '-0.132599', 'latitude': '51.526981'}","{'Hygiene': 5, 'Structural': 5, 'ConfidenceInManagement': 0}",-0.132599,51.526981
,350 Euston Road,,London,EUSTONWALL CLIMBING CENTRE,Restaurant/Cafe/Canteen,1,0,0.7872814580552278,1602488,202420,506,foodsafety@camden.gov.uk,Camden,http://www.camden.gov.uk,False,,NW1 3AX,2023-05-11T00:00:00,fhrs_5_en-gb,5,,FHRS,"{'longitude': '-0.142155', 'latitude': '51.5243377'}","{'Hygiene': 5, 'Structural': 5, 'ConfidenceInManagement': 5}",-0.142155,51.5243377
Railway Arches 97 To 99,,Isabella Street,London,Ev restaurant bar and delicatessen,Restaurant/Cafe/Canteen,1,0,1.4500797963742764,364964,62645,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,False,,SE1 8DD,2025-01-08T00:00:00,fhrs_5_en-gb,5,,FHRS,"{'longitude': '-0.106266', 'latitude': '51.5042068'}","{'Hygiene': 5, 'Structural': 5, 'ConfidenceInManagement': 5}",-0.106266,51.5042068
Basement,310 Earl's Court Road,LONDON,,Evans and Peel Detective Agency,Restaurant/Cafe/Canteen,1,0,2.848102015464387,455546,INSPF/12/119655,520,food.hygiene@rbkc.gov.uk,Kensington and Chelsea,http://www.rbkc.gov.uk,False,,SW5 9BA,2026-02-18T00:00:00,fhrs_5_en-gb,5,,FHRS,"{'longitude': '-0.191228', 'latitude': '51.490293'}","{'Hygiene': 5, 'Structural': 5, 'ConfidenceInManagement': 5}",-0.191228,51.490293
202-220 Cromwell Road,LONDON,,,Eve Restaurant,Restaurant/Cafe/Canteen,1,0,2.8380765887492374,1630550,INSPF/23/325142,520,food.hygiene@rbkc.gov.uk,Kensington and Chelsea,http://www.rbkc.gov.uk,False,,SW5 0SW,2025-03-31T00:00:00,fhrs_5_en-gb,5,,FHRS,"{'longitude': '-0.195379', 'latitude': '51.494952'}","{'Hygiene': 0, 'Structural': 5, 'ConfidenceInManagement': 0}",-0.195379,51.494952
Tate Modern,53,Bankside,London,Events kitchen,Other catering premises,7841,0,1.6474211481555656,1526133,199510,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,False,,SE1 9TG,2026-01-27T00:00:00,fhrs_5_en-gb,5,,FHRS,"{'longitude': '-0.0993734', 'latitude': '51.5076183'}","{'Hygiene': 0, 'Structural': 0, 'ConfidenceInManagement': 0}",-0.0993734,51.5076183
15 STANHOPE GATE,,LONDON,,Evercore Partners Limited,Other catering premises,7841,0,0.765244635276443,414171,01567/0015/0/000,533,foodsafety@westminster.gov.uk,Westminster,http://www.westminster.gov.uk/,False,,W1K 1LN,2024-06-20T00:00:00,fhrs_5_en-gb,5,,FHRS,"{'longitude': '-0.1508043', 'latitude': '51.5069116'}","{'Hygiene': 0, 'Structural': 0, 'ConfidenceInManagement': 0}",-0.1508043,51.5069116
GROUND FLOOR 24 LISLE STREET,,LONDON,,Everwell Chinese Medicine,Retailers - other,4613,0,0.30232884354746675,1402103,09/00118/COMM,533,foodsafety@westminster.gov.uk,Westminster,http://www.westminster.gov.uk/,False,,WC2H 7BA,2017-08-29T00:00:00,fhrs_5_en-gb,5,,FHRS,"{'longitude': '-0.1300724', 'latitude': '51.5117268'}","{'Hygiene': 0, 'Structural': 0, 'ConfidenceInManagement': 5}",-0.1300724,51.5117268
GROUND LEFT 96-98 BAKER STREET,,LONDON,,Everyman Baker Street,Retailers - other,4613,0,0.9897695860062492,413274,01123/0096/0/004,533,foodsafety@westminster.gov.uk,Westminster,http://www.westminster.gov.uk/,False,,W1U 6TJ,2025-09-04T00:00:00,fhrs_5_en-gb,5,,FHRS,"{'longitude': '-0.1565362', 'latitude': '51.5205538'}","{'Hygiene': 0, 'Structural': 5, 'ConfidenceInManagement': 0}",-0.1565362,51.5205538
1 Finsbury Avenue,London,,,Everyman Broadgate,Restaurant/Cafe/Canteen,1,0,2.29201505312633,1178154,PI/000034640,508,publicprotection@cityoflondon.gov.uk,City of London Corporation,http://www.cityoflondon.gov.uk/Corporation/homepage.htm,False,,EC2M 2PA,2025-02-05T00:00:00,fhrs_5_en-gb,5,,FHRS,"{'longitude': '-0.084159', 'latitude': '51.519789'}","{'Hygiene': 5, 'Structural': 5, 'ConfidenceInManagement': 5}",-0.084159,51.519789
Cinema,279 King's Road,LONDON,,Everyman Chelsea,Retailers - other,4613,0,2.5152009663594783,1781894,INSPF/24/353269,520,food.hygiene@rbkc.gov.uk,Kensington and Chelsea,http://www.rbkc.gov.uk,False,,SW3 5EW,2025-03-18T00:00:00,fhrs_5_en-gb,5,,FHRS,"{'longitude': '-0.173563', 'latitude': '51.485343'}","{'Hygiene': 0, 'Structural': 5, 'ConfidenceInManagement': 5}",-0.173563,51.485343
,14 Handyside Street,,London,Everyman Cinema,Retailers - other,4613,0,1.731868483145834,1222827,193587,506,foodsafety@camden.gov.uk,Camden,http://www.camden.gov.uk,False,,N1C 4DN,2025-07-22T00:00:00,fhrs_5_en-gb,5,,FHRS,"{'longitude': '-0.124305', 'latitude': '51.5373899'}","{'Hygiene': 5, 'Structural': 5, 'ConfidenceInManagement': 5}",-0.124305,51.5373899
,3,Dirty Lane,London,Everyman cinema,Restaurant/Cafe/Canteen,1,0,1.9721931613582013,1468356,193651,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,False,,SE1 9PA,2025-07-08T00:00:00,fhrs_5_en-gb,5,,FHRS,"{'longitude': '-0.0921886', 'latitude': '51.5061398'}","{'Hygiene': 0, 'Structural': 0, 'ConfidenceInManagement': 0}",-0.0921886,51.5061398
Battersea Park Event Site Battersea Park Albert Bridge Road,,London,Wandsworth,Evolution London - British Genius Site,Retailers - other,4613,0,2.4751678428812784,1595555,PI/000463789,532,foodandsafety@merton.gov.uk,Wandsworth,http://www.wandsworth.gov.uk,False,,SW11 4NJ,2025-04-23T00:00:00,fhrs_5_en-gb,5,,FHRS,"{'longitude': '-0.158787', 'latitude': '51.4804728'}","{'Hygiene': 0, 'Structural': 5, 'ConfidenceInManagement': 0}",-0.158787,51.4804728
Basement Retail Unit,28 - 30 Houndsditch,London,,Evolve Fitness,Restaurant/Cafe/Canteen,1,0,2.5163424407360426,1835117,25/00371/COMM,508,publicprotection@cityoflondon.gov.uk,City of London Corporation,http://www.cityoflondon.gov.uk/Corporation/homepage.htm,False,,EC3A 7DB,2026-03-26T00:00:00,fhrs_5_en-gb,5,,FHRS,"{'longitude': '-0.0780127', 'latitude': '51.5147517'}","{'Hygiene': 0, 'Structural': 0, 'ConfidenceInManagement': 5}",-0.0780127,51.5147517
Exalt,Unit 4 Rear Of,394 Camden Road,London,Exalt,Retailers - other,4613,0,2.79885054876875,1418980,PI/000289253,519,Commercial.Envh@islington.gov.uk,Islington,http://www.islington.gov.uk,False,,N7 0SJ,2025-04-04T00:00:00,fhrs_5_en-gb,5,,FHRS,"{'longitude': '-0.1224345', 'latitude': '51.5530522'}","{'Hygiene': 0, 'Structural': 5, 'ConfidenceInManagement': 0}",-0.1224345,51.5530522
25 Collingham Place,LONDON,,,Exhibition Court Hotel IV,Hotel/bed & breakfast/guest house,7842,0,2.667564188018229,334343,INSPF/12/114612,520,food.hygiene@rbkc.gov.uk,Kensington and Chelsea,http://www.rbkc.gov.uk,False,,SW5 0QF,2024-12-17T00:00:00,fhrs_5_en-gb,5,,FHRS,"{'longitude': '-0.189961', 'latitude': '51.493925'}","{'Hygiene': 0, 'Structural': 0, 'ConfidenceInManagement': 0}",-0.189961,51.493925
BASEMENT AND GROUND FLOOR FRONT 524 OXFORD STREET,,LONDON,,Exit 9 American Candy,Retailers - other,4613,0,0.8922214409705335,1455836,22/00084/COMM,533,foodsafety@westminster.gov.uk,Westminster,http://www.westminster.gov.uk/,False,,W1C 1LN,2022-02-16T00:00:00,fhrs_5_en-gb,5,,FHRS,"{'longitude': '-0.1572315', 'latitude': '51.5140451'}","{'Hygiene': 0, 'Structural': 0, 'ConfidenceInManagement': 0}",-0.1572315,51.5140451
FIRST FLOOR AND SECOND FLOOR 13 GERRARD STREET,,LONDON,,Experimental Cocktail Club,Restaurant/Cafe/Canteen,1,0,0.2584414009148861,412640,00909/0013/0/002,533,foodsafety@westminster.gov.uk,Westminster,http://www.westminster.gov.uk/,False,,W1D 5PS,2026-06-17T00:00:00,fhrs_5_en-gb,5,,FHRS,"{'longitude': '-0.1310441', 'latitude': '51.5119311'}","{'Hygiene': 5, 'Structural': 5, 'ConfidenceInManagement': 5}",-0.1310441,51.5119311
Express Cafe,130-132 York Way,London,N1 0AX,Express Cafe,Restaurant/Cafe/Canteen,1,0,1.714216664542644,416914,PI/000105495,519,Commercial.Envh@islington.gov.uk,Islington,http://www.islington.gov.uk,False,,N1 0AX,2026-07-09T00:00:00,fhrs_5_en-gb,5,,FHRS,"{'longitude': '-0.1218583', 'latitude': '51.5365774'}","{'Hygiene': 5, 'Structural': 5, 'ConfidenceInManagement': 5}",-0.1218583,51.5365774
GROUND FLOOR AND BASEMENT 157 PRAED STREET,,LONDON,,Express Cleopatra restaurant uk,Restaurant/Cafe/Canteen,1,0,1.6409355113991462,1898842,AF1JVP-J5C4W4-B5XAY4,533,foodsafety@westminster.gov.uk,Westminster,http://www.westminster.gov.uk/,False,,W2 1RL,2026-01-22T00:00:00,fhrs_5_en-gb,5,,FHRS,"{'longitude': '-0.1744474', 'latitude': '51.5160229'}","{'Hygiene': None, 'Structural': None, 'ConfidenceInManagement': None}",-0.1744474,51.5160229
40 STRUTTON GROUND,,LONDON,,Express Coffee Company,Restaurant/Cafe/Canteen,1,0,1.1726865009431982,414164,01560/0040/0/000,533,foodsafety@westminster.gov.uk,Westminster,http://www.westminster.gov.uk/,False,,SW1P 2HR,2025-08-26T00:00:00,fhrs_5_en-gb,5,,FHRS,"{'longitude': '-0.1338612', 'latitude': '51.4966074'}","{'Hygiene': 5, 'Structural': 5, 'ConfidenceInManagement': 5}",-0.1338612,51.4966074
,379 Kentish Town Road,,,Express food and wine,Retailers - other,4613,0,2.6321753709772944,720380,76479,506,foodsafety@camden.gov.uk,Camden,http://www.camden.gov.uk,False,,NW5 2TJ,2024-12-13T00:00:00,fhrs_5_en-gb,5,,FHRS,"{'longitude': '-0.1412508', 'latitude': '51.5514813'}","{'Hygiene': 0, 'Structural': 0, 'ConfidenceInManagement': 5}",-0.1412508,51.5514813
,14 New Goulston Street,London,,Eye Falafel Ltd,Restaurant/Cafe/Canteen,1,0,2.650011797917488,590777,154501,530,foodsafety@towerhamlets.gov.uk,Tower Hamlets,http://www.towerhamlets.gov.uk,False,,E1 7QD,2025-02-18T00:00:00,fhrs_5_en-gb,5,,FHRS,"{'longitude': '-0.075005', 'latitude': '51.516051'}","{'Hygiene': 5, 'Structural': 5, 'ConfidenceInManagement': 5}",-0.075005,51.516051
EZ & Moss,183 Holloway Road,London,N7 8LX,EZ & Moss,Restaurant/Cafe/Canteen,1,0,2.787984753543585,682036,PI/000263735,519,Commercial.Envh@islington.gov.uk,Islington,http://www.islington.gov.uk,False,,N7 8LX,2025-01-31T00:00:00,fhrs_5_en-gb,5,,FHRS,"{'longitude': '-0.1093419', 'latitude': '51.5501441'}","{'Hygiene': 5, 'Structural': 5, 'ConfidenceInManagement': 5}",-0.1093419,51.5501441
17 - 19 Stockwell Road,London,,,Ezcloudz,Restaurant/Cafe/Canteen,1,0,2.9260668285657965,988843,17/00270/COMM,522,foodhealthandsafety@lambeth.gov.uk,Lambeth,http://www.lambeth.gov.uk,False,,SW9 9AU,2021-02-20T00:00:00,fhrs_5_en-gb,5,,FHRS,"{'longitude': '-0.12151800096035', 'latitude': '51.4721908569336'}","{'Hygiene': 0, 'Structural': 0, 'ConfidenceInManagement': 0}",-0.12151800096035,51.4721908569336
Unit 209 Distribution Block A New Covent Garden Market Nine Elms Lane,,London,Wandsworth,F and A Fruits Ltd,Distributors/Transporters,7,0,2.4452382275972946,1672714,PI/000451427,532,foodandsafety@merton.gov.uk,Wandsworth,http://www.wandsworth.gov.uk,False,,SW8 5EN,2023-10-31T00:00:00,fhrs_5_en-gb,5,,FHRS,"{'longitude': '-0.1356554', 'latitude': '51.4781138'}","{'Hygiene': 0, 'Structural': 0, 'ConfidenceInManagement': 0}",-0.1356554,51.4781138
55-57 Notting Hill Gate,LONDON,,,F J M Calder,Retailers - other,4613,0,2.602070199199666,334691,INSPF/93/534663,520,food.hygiene@rbkc.gov.uk,Kensington and Chelsea,http://www.rbkc.gov.uk,False,,W11 3JS,2025-12-02T00:00:00,fhrs_5_en-gb,5,,FHRS,"{'longitude': '-0.196546', 'latitude': '51.508837'}","{'Hygiene': 0, 'Structural': 5, 'ConfidenceInManagement': 0}",-0.196546,51.508837
1 New Change Passage,London,,,F1 Arcade,Restaurant/Cafe/Canteen,1,0,1.741865231220145,1618752,23/00087/COMM,508,publicprotection@cityoflondon.gov.uk,City of London Corporation,http://www.cityoflondon.gov.uk/Corporation/homepage.htm,False,,EC4M 9AG,2025-01-22T00:00:00,fhrs_5_en-gb,5,,FHRS,"{'longitude': '-0.0959910005331039', 'latitude': '51.5136337280273'}","{'Hygiene': 0, 'Structural': 5, 'ConfidenceInManagement': 0}",-0.0959910005331039,51.5136337280273
,88 Camden High Street,,London,Fabler Ltd,Restaurant/Cafe/Canteen,1,0,1.6274764942398665,1109866,195519,506,foodsafety@camden.gov.uk,Camden,http://www.camden.gov.uk,False,,NW1 0LT,2024-05-31T00:00:00,fhrs_5_en-gb,5,,FHRS,"{'longitude': '-0.1405466', 'latitude': '51.53692'}","{'Hygiene': 5, 'Structural': 5, 'ConfidenceInManagement': 5}",-0.1405466,51.53692
Fabric,Basement And Ground Floor,77A Charterhouse Street,London,Fabric,Pub/bar/nightclub,7843,0,1.5086430204227825,416438,PI/000087398,519,Commercial.Envh@islington.gov.uk,Islington,http://www.islington.gov.uk,False,,EC1M 6BN,2024-11-06T00:00:00,fhrs_5_en-gb,5,,FHRS,"{'longitude': '-0.102783', 'latitude': '51.519544'}","{'Hygiene': 0, 'Structural': 5, 'ConfidenceInManagement': 0}",-0.102783,51.519544
,8 Earlham Street,,,Fabrique,Restaurant/Cafe/Canteen,1,0,0.3525143460931729,1051598,84812,506,foodsafety@camden.gov.uk,Camden,http://www.camden.gov.uk,False,,WC2H 9RY,2024-12-02T00:00:00,fhrs_5_en-gb,5,,FHRS,"{'longitude': '-0.1283048', 'latitude': '51.5133622'}","{'Hygiene': 0, 'Structural': 5, 'ConfidenceInManagement': 5}",-0.1283048,51.5133622
,239 High Holborn,,London,Fabrique,Retailers - other,4613,0,0.8020280690870321,1181567,195924,506,foodsafety@camden.gov.uk,Camden,http://www.camden.gov.uk,False,,WC1V 7EW,2024-01-13T00:00:00,fhrs_5_en-gb,5,,FHRS,"{'longitude': '-0.1190233', 'latitude': '51.5175573'}","{'Hygiene': 0, 'Structural': 0, 'ConfidenceInManagement': 0}",-0.1190233,51.5175573
,53 Goodge Street,,London,Fabrique,Retailers - other,4613,0,0.3852762653649045,1016141,182673,506,foodsafety@camden.gov.uk,Camden,http://www.camden.gov.uk,False,,W1T 1TG,2023-02-21T00:00:00,fhrs_5_en-gb,5,,FHRS,"{'longitude': '-0.1360993', 'latitude': '51.5190708'}","{'Hygiene': 5, 'Structural': 5, 'ConfidenceInManagement': 5}",-0.1360993,51.5190708
212 Portobello Road,LONDON,,,Fabrique,Restaurant/Cafe/Canteen,1,0,2.9620295670494574,842221,INSPF/16/180424,520,food.hygiene@rbkc.gov.uk,Kensington and Chelsea,http://www.rbkc.gov.uk,False,,W11 1LA,2024-09-25T00:00:00,fhrs_5_en-gb,5,,FHRS,"{'longitude': '-0.205223', 'latitude': '51.516469'}","{'Hygiene': 0, 'Structural': 5, 'ConfidenceInManagement': 0}",-0.205223,51.516469
273 King's Road,LONDON,,,Fabrique Bakery,Retailers - other,4613,0,2.4703704058903466,1704186,INSPF/24/339084,520,food.hygiene@rbkc.gov.uk,Kensington and Chelsea,http://www.rbkc.gov.uk,False,,SW3 5EN,2026-01-28T00:00:00,fhrs_5_en-gb,5,,FHRS,"{'longitude': '-0.1727047', 'latitude': '51.4857444'}","{'Hygiene': 5, 'Structural': 0, 'ConfidenceInManagement': 0}",-0.1727047,51.4857444
3 SLINGSBY PLACE,,LONDON,,Fair Shot,Restaurant/Cafe/Canteen,1,0,0.4474339139787945,1581014,22/00799/COMM,533,foodsafety@westminster.gov.uk,Westminster,http://www.westminster.gov.uk/,False,,WC2E 9AB,2025-01-18T00:00:00,fhrs_5_en-gb,5,,FHRS,"{'longitude': '-0.1261691', 'latitude': '51.5127256'}","{'Hygiene': 0, 'Structural': 0, 'ConfidenceInManagement': 0}",-0.1261691,51.5127256
1 New Change,London,,,Fairgame,Restaurant/Cafe/Canteen,1,0,1.774567698458473,1842727,25/00452/COMM,508,publicprotection@cityoflondon.gov.uk,City of London Corporation,http://www.cityoflondon.gov.uk/Corporation/homepage.htm,False,,EC4M 9AF,2025-10-17T00:00:00,fhrs_5_en-gb,5,,FHRS,"{'longitude': '-0.09523', 'latitude': '51.513548'}","{'Hygiene': 0, 'Structural': 0, 'ConfidenceInManagement': 0}",-0.09523,51.513548
220 Lambeth Road,London,,,Fairley House Junior School,School/college/university,7845,0,1.50816459080567,483684,11/00092/COMM,522,foodhealthandsafety@lambeth.gov.uk,Lambeth,http://www.lambeth.gov.uk,False,,SE1 7JY,2025-02-07T00:00:00,fhrs_5_en-gb,5,,FHRS,"{'longitude': '-0.116817', 'latitude': '51.495435'}","{'Hygiene': 5, 'Structural': 0, 'ConfidenceInManagement': 5}",-0.116817,51.495435
13 BERKELEY STREET,,LONDON,,Fait Maison,Restaurant/Cafe/Canteen,1,0,0.45810346097829535,1702961,AMH8FH-1BSY41-ZX8FX6,533,foodsafety@westminster.gov.uk,Westminster,http://www.westminster.gov.uk/,False,,W1J 8DU,2024-08-22T00:00:00,fhrs_5_en-gb,5,,FHRS,"{'longitude': '-0.1431104', 'latitude': '51.5083008'}","{'Hygiene': 5, 'Structural': 5, 'ConfidenceInManagement': 5}",-0.1431104,51.5083008
48 SOUTH MOLTON STREET,,LONDON,,Fait Maison,Restaurant/Cafe/Canteen,1,0,0.49331714163413387,1650753,KVE8L8-8GB1SG-NJLMGJ,533,foodsafety@westminster.gov.uk,Westminster,http://www.westminster.gov.uk/,False,,W1K 5SA,2023-08-31T00:00:00,fhrs_5_en-gb,5,,FHRS,"{'longitude': '-0.1479565', 'latitude': '51.513881'}","{'Hygiene': 5, 'Structural': 5, 'ConfidenceInManagement': 5}",-0.1479565,51.513881
50 Gloucester Road,LONDON,,,Fait Maison,Restaurant/Cafe/Canteen,1,0,2.305760241829076,334286,INSPF/11/108571,520,food.hygiene@rbkc.gov.uk,Kensington and Chelsea,http://www.rbkc.gov.uk,False,,SW7 4QT,2026-02-11T00:00:00,fhrs_5_en-gb,5,,FHRS,"{'longitude': '-0.184061', 'latitude': '51.498096'}","{'Hygiene': None, 'Structural': None, 'ConfidenceInManagement': None}",-0.184061,51.498096
144-146 Gloucester Road,LONDON,,,Fait Maison,Restaurant/Cafe/Canteen,1,0,2.4047569539049483,1469898,INSPF/22/299943,520,food.hygiene@rbkc.gov.uk,Kensington and Chelsea,http://www.rbkc.gov.uk,False,,SW7 4SZ,2026-01-19T00:00:00,fhrs_5_en-gb,5,,FHRS,"{'longitude': '-0.1823738', 'latitude': '51.4936013'}","{'Hygiene': 5, 'Structural': 5, 'ConfidenceInManagement': 5}",-0.1823738,51.4936013
3 Stratford Road,LONDON,,,Fait Maison,Restaurant/Cafe/Canteen,1,0,2.6865565082036826,333485,INSPF/03/798579,520,food.hygiene@rbkc.gov.uk,Kensington and Chelsea,http://www.rbkc.gov.uk,False,,W8 6RQ,2026-02-04T00:00:00,fhrs_5_en-gb,5,,FHRS,"{'longitude': '-0.192929', 'latitude': '51.496821'}","{'Hygiene': 0, 'Structural': 5, 'ConfidenceInManagement': 5}",-0.192929,51.496821
,7,London Bridge Walk,London,Falafel  salad & coffee ltd,Takeaway/sandwich shop,7844,0,2.180086798743007,1804281,202417,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,False,,SE1 2SX,2025-09-09T00:00:00,fhrs_5_en-gb,5,,FHRS,"{'longitude': '-0.087211', 'latitude': '51.506116'}","{'Hygiene': 0, 'Structural': 0, 'ConfidenceInManagement': 0}",-0.087211,51.506116
Falafel Highbury,213-215 Upper Street,London,,Falafel Highbury,Takeaway/sandwich shop,7844,0,2.51631903463294,1635363,PI/000293419,519,Commercial.Envh@islington.gov.uk,Islington,http://www.islington.gov.uk,False,,N1 1RL,2025-01-22T00:00:00,fhrs_5_en-gb,5,,FHRS,"{'longitude': '-0.103485', 'latitude': '51.5435748'}","{'Hygiene': 0, 'Structural': 5, 'ConfidenceInManagement': 0}",-0.103485,51.5435748
Unit 5,200,Blackfriars Road,London,Falafel home 1,Takeaway/sandwich shop,7844,0,1.5243918130581124,1675163,200878,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,False,,SE1 0XH,2025-07-08T00:00:00,fhrs_5_en-gb,5,,FHRS,"{'longitude': '-0.1043536', 'latitude': '51.504202'}","{'Hygiene': 5, 'Structural': 5, 'ConfidenceInManagement': 5}",-0.1043536,51.504202
Retail Unit,48 Carter Lane,London,,Falafel House,Takeaway/sandwich shop,7844,0,1.5002876707217279,295142,PI/000021358,508,publicprotection@cityoflondon.gov.uk,City of London Corporation,http://www.cityoflondon.gov.uk/Corporation/homepage.htm,False,,EC4V 5EA,2021-09-20T00:00:00,fhrs_5_en-gb,5,,FHRS,"{'longitude': '-0.10161', 'latitude': '51.513319'}","{'Hygiene': 5, 'Structural': 5, 'ConfidenceInManagement': 5}",-0.10161,51.513319
,41a Goulston Street,London,,Falafel Shack,Mobile caterer,7846,0,2.6391613538663883,1622297,211897,530,foodsafety@towerhamlets.gov.uk,Tower Hamlets,http://www.towerhamlets.gov.uk,False,,E1 7TP,2025-08-14T00:00:00,fhrs_5_en-gb,5,,FHRS,"{'longitude': '-0.075307', 'latitude': '51.5164747'}","{'Hygiene': 5, 'Structural': 5, 'ConfidenceInManagement': 5}",-0.075307,51.5164747
