AddressLine1,AddressLine2,AddressLine3,AddressLine4,BusinessName,BusinessType,BusinessTypeID,ChangesByServerID,Distance,FHRSID,LocalAuthorityBusinessID,LocalAuthorityCode,LocalAuthorityEmailAddress,LocalAuthorityName,LocalAuthorityWebSite,NewRatingPending,Phone,PostCode,RatingDate,RatingKey,RatingValue,RightToReply,SchemeType,geocode.longitude,geocode.latitude,scores.Hygiene,scores.Structural,scores.ConfidenceInManagement
CONCESSION SELFRIDGES 400 OXFORD STREET,,LONDON,,Hive Restaurant,Restaurant/Cafe/Canteen,1,0,0.8107793063612285,1293006,20/00462/COMM,533,foodsafety@westminster.gov.uk,Westminster,http://www.westminster.gov.uk/,False,,W1A 1AB,2026-06-18T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.1528138,51.5145871,0.0,5.0,0.0
27-28 ST ANNE'S COURT,,LONDON,,Hobson's Fish & Chips,Takeaway/sandwich shop,7844,0,0.06149671321541699,1289984,20/00451/COMM,533,foodsafety@westminster.gov.uk,Westminster,http://www.westminster.gov.uk/,True,,W1F 0BN,2023-08-17T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.1334845,51.5146318,5.0,5.0,5.0
13 VILLIERS STREET,,LONDON,,Hobsons Fish and Chips,Restaurant/Cafe/Canteen,1,0,0.562732504916653,1660544,Q9C0NA-PSZSKJ-AY9VT5,533,foodsafety@westminster.gov.uk,Westminster,http://www.westminster.gov.uk/,False,,WC2N 6ND,2024-01-10T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.1241992,51.5084046,5.0,5.0,5.0
,Coram Street,,London,Holiday Inn London - Bloomsbury,Restaurant/Cafe/Canteen,1,0,0.7985436820754145,425697,59737,506,foodsafety@camden.gov.uk,Camden,http://www.camden.gov.uk,False,,WC1N 1HT,2022-07-05T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.124975003302097,51.5239028930664,5.0,5.0,5.0
,65 Tottenham Court Road,,London,Holland & Barrett,Retailers - other,4613,0,0.4398465832256512,426026,64473,506,foodsafety@camden.gov.uk,Camden,http://www.camden.gov.uk,False,,W1T 2EU,2024-07-29T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.1342528,51.5201656,0.0,0.0,0.0
146-148 OXFORD STREET,,LONDON,,Holland and Barrett,Retailers - other,4613,0,0.21604764029021659,1781745,J37TZ0-LTPRJK-WDHFS4,533,foodsafety@westminster.gov.uk,Westminster,http://www.westminster.gov.uk/,False,,W1D 1NA,2025-01-16T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.1376537,51.5159481,5.0,0.0,5.0
385-389 OXFORD STREET,,LONDON,,Holland and Barrett,Retailers - other,4613,0,0.6756593482480152,1770776,NH3CS2-JTAE8Y-3TLXNW,533,foodsafety@westminster.gov.uk,Westminster,http://www.westminster.gov.uk/,False,,W1C 2NB,2025-02-03T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.149705,51.5141244,0.0,0.0,0.0
BASEMENT AND GROUND FLOOR 39 LONG ACRE,,LONDON,,Holland And Barrett,Takeaway/sandwich shop,7844,0,0.4182048348742124,952018,17/00093/COMM,533,foodsafety@westminster.gov.uk,Westminster,http://www.westminster.gov.uk/,False,,WC2E 9LG,2024-06-04T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.1243732,51.5129397,0.0,0.0,0.0
526-528 OXFORD STREET,,LONDON,,Holland And Barrett,Retailers - other,4613,0,0.999061746557901,941376,17/00018/COMM,533,foodsafety@westminster.gov.uk,Westminster,http://www.westminster.gov.uk/,False,,W1C 1LW,2025-04-14T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.1572315,51.5140451,0.0,0.0,0.0
18-19 Eldon Street,London,,,Holland And Barrett,Retailers - other,4613,0,0.2871355438535108,1628297,PI/000040061,508,publicprotection@cityoflondon.gov.uk,City of London Corporation,http://www.cityoflondon.gov.uk/Corporation/homepage.htm,False,,EC2M 7LA,2023-06-08T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.1292274,51.510895,0.0,0.0,0.0
6-8 MADDOX STREET,,LONDON,,Holland And Barrett,Retailers - other,4613,0,0.3312698869950469,850602,16/00071/COMM,533,foodsafety@westminster.gov.uk,Westminster,http://www.westminster.gov.uk/,False,,W1S 1NR,2023-01-13T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.1416981,51.5136111,5.0,0.0,0.0
20 PORTMAN SQUARE,,LONDON,,Home House,Restaurant/Cafe/Canteen,1,0,0.9897474059093874,411801,00564/0019/0/000,533,foodsafety@westminster.gov.uk,Westminster,http://www.westminster.gov.uk/,False,,,2025-09-03T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.15668,51.51625,0.0,0.0,0.0
Unit 9,Royal Festival Hall,South Bank,London,Honest Burger,Restaurant/Cafe/Canteen,1,0,0.9231379472563446,1028874,18/00004/COMM,522,foodhealthandsafety@lambeth.gov.uk,Lambeth,http://www.lambeth.gov.uk,False,,SE1 8XX,2026-02-04T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.116838000714779,51.5057754516602,5.0,5.0,5.0
17 GARRICK STREET,,LONDON,,Honest Burger,Restaurant/Cafe/Canteen,1,0,0.3557603657792867,1228490,20/00137/COMM,533,foodsafety@westminster.gov.uk,Westminster,http://www.westminster.gov.uk/,False,,WC2E 9BL,2024-11-25T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.1265634,51.5115449,5.0,5.0,5.0
BASEMENT AND GROUND FLOOR 4 MEARD STREET,,LONDON,,Honest Burger,Restaurant/Cafe/Canteen,1,0,0.05151412495380957,413853,01411/0004/0/002,533,foodsafety@westminster.gov.uk,Westminster,http://www.westminster.gov.uk/,False,,W1F 0EF,2025-02-14T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.1329721,51.5134186,0.0,0.0,0.0
84 BREWER STREET,,LONDON,,Honest Burger,Restaurant/Cafe/Canteen,1,0,0.25171581575317603,413320,01132/0084/0/000,533,foodsafety@westminster.gov.uk,Westminster,http://www.westminster.gov.uk/,False,,W1F 9UB,2025-11-06T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.1372028,51.5107521,0.0,5.0,0.0
,117 Tottenham Court Road,,London,Honest Burgers,Restaurant/Cafe/Canteen,1,0,0.678357562452133,947358,183196,506,foodsafety@camden.gov.uk,Camden,http://www.camden.gov.uk,False,,W1T 5AL,2026-02-05T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.1374512,51.5233818,0.0,5.0,0.0
GROUND FLOOR 4 MARKET PLACE,,LONDON,,Honest Burgers,Restaurant/Cafe/Canteen,1,0,0.31438564690552195,411795,00560/0004/0/000,533,foodsafety@westminster.gov.uk,Westminster,http://www.westminster.gov.uk/,False,,W1W 8AD,2024-08-13T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.1398496,51.5165315,0.0,0.0,0.0
,47 New Oxford Street,,London,Honest FALAFEL,Retailers - other,4613,0,0.3973398602751673,1918523,207103,506,foodsafety@camden.gov.uk,Camden,http://www.camden.gov.uk,False,,WC1A 1BL,2026-06-24T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.1262139,51.516899,0.0,0.0,5.0
21-25 ST ANNE'S COURT,,LONDON,,Honest Greens,Restaurant/Cafe/Canteen,1,0,0.05004450767273341,1884200,KJH7JJ-7H0BXE-VCB5Z2,533,foodsafety@westminster.gov.uk,Westminster,http://www.westminster.gov.uk/,False,,W1F 0BJ,2025-12-19T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.1338638,51.5145209,5.0,5.0,0.0
Old Diorama Arts Centre Regents Place,201 Drummond Street,,London,HONEST GRIND COFFEE,Restaurant/Cafe/Canteen,1,0,0.8850307313816523,1722411,204202,506,foodsafety@camden.gov.uk,Camden,http://www.camden.gov.uk,False,,NW1 3FE,2024-04-25T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.1392396,51.5261889,5.0,0.0,5.0
,47 Lamb's Conduit Street,,London,HONEY & CO,Takeaway/sandwich shop,7844,0,0.8554672947296538,1640858,203087,506,foodsafety@camden.gov.uk,Camden,http://www.camden.gov.uk,False,,WC1N 3NG,2024-03-05T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.1187354,51.5217433,5.0,5.0,5.0
,54 Lamb's Conduit Street,,London,HONEY AND CO,Restaurant/Cafe/Canteen,1,0,0.8810141138478536,1468662,200832,506,foodsafety@camden.gov.uk,Camden,http://www.camden.gov.uk,False,,WC1N 3LW,2022-06-23T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.1182648,51.5219695,5.0,5.0,5.0
,327 Euston Road,,London,HONG JI,Restaurant/Cafe/Canteen,1,0,0.7689748773252543,1788799,205361,506,foodsafety@camden.gov.uk,Camden,http://www.camden.gov.uk,False,,NW1 3AD,2025-04-25T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.1398492,51.5243191,5.0,5.0,5.0
13 BAKER STREET,,LONDON,,Honi Poke,Restaurant/Cafe/Canteen,1,0,0.9636541047065805,1781727,CE0EYP-61X7Q9-DFMWMK,533,foodsafety@westminster.gov.uk,Westminster,http://www.westminster.gov.uk/,False,,W1U 3AH,2025-02-20T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.1557667,51.5171245,5.0,0.0,5.0
GROUND FLOOR 39 MARGARET STREET,,LONDON,,Honi Poke,Restaurant/Cafe/Canteen,1,0,0.4140326254948988,1154425,19/00242/COMM,533,foodsafety@westminster.gov.uk,Westminster,http://www.westminster.gov.uk/,False,,W1G 0JQ,2025-04-23T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.1428174,51.5162098,5.0,5.0,0.0
28 Chancery Lane,London,,,Honi Poke,Takeaway/sandwich shop,7844,0,0.9724449317813785,1215685,PI/000033582,508,publicprotection@cityoflondon.gov.uk,City of London Corporation,http://www.cityoflondon.gov.uk/Corporation/homepage.htm,False,,WC2A 1LB,2024-12-13T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.11159,51.5156977,0.0,0.0,0.0
UNIT G12 WEST ONE SHOPPING CENTRE 381 OXFORD STREET,,LONDON,,HOP Vietnamese,Restaurant/Cafe/Canteen,1,0,0.6702976074147264,1624432,RLDCVZ-L6TFT2-SYNQ7J,533,foodsafety@westminster.gov.uk,Westminster,http://www.westminster.gov.uk/,False,,W1C 2JS,2023-10-05T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.1495888,51.5137898,5.0,0.0,5.0
,246-247 Tottenham Court Road,,London,HOP VIETNAMESE,Restaurant/Cafe/Canteen,1,0,0.31833426855678065,1884378,206728,506,foodsafety@camden.gov.uk,Camden,http://www.camden.gov.uk,False,,W1T 7QZ,2026-06-16T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.1318894,51.5182177,0.0,0.0,0.0
77 WIGMORE STREET,,LONDON,,Hoppers,Restaurant/Cafe/Canteen,1,0,0.7383507270877554,988462,17/00236/COMM,533,foodsafety@westminster.gov.uk,Westminster,http://www.westminster.gov.uk/,False,,W1U 1QE,2024-05-10T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.1508446,51.515878,5.0,5.0,0.0
BASEMENT 1 LEICESTER PLACE,,LONDON,,Horizons Casino,Restaurant/Cafe/Canteen,1,0,0.25466237434026434,411664,00526/0001/1/009,533,foodsafety@westminster.gov.uk,Westminster,http://www.westminster.gov.uk/,False,,WC2H 7BP,2025-08-19T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.130219,51.5109647,0.0,5.0,0.0
128 GREAT PORTLAND STREET,,LONDON,,Horse & Groom Public House,Restaurant/Cafe/Canteen,1,0,0.5524700984346661,427848,00603/0128/0/000,533,foodsafety@westminster.gov.uk,Westminster,http://www.westminster.gov.uk/,False,,W1W 6PS,2024-03-15T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.1423804,51.5198629,5.0,5.0,5.0
Cromwell House,14 Fulwood Place,,London,Horse & Wig,Pub/bar/nightclub,7843,0,0.9549530129196377,1066607,195161,506,foodsafety@camden.gov.uk,Camden,http://www.camden.gov.uk,False,,WC1V 6HZ,2025-06-25T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.1134419,51.5190324,5.0,5.0,5.0
GROUND 16-18 WHITEHALL,,LONDON,,Horse And Guardsman,Restaurant/Cafe/Canteen,1,0,0.5789557943820586,427929,00881/0016/0/001,533,foodsafety@westminster.gov.uk,Westminster,http://www.westminster.gov.uk/,False,,SW1A 2DY,2025-10-30T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.127507,51.5064611,0.0,5.0,0.0
20-21 LEICESTER SQUARE,,LONDON,,HOT SCOTCH,Restaurant/Cafe/Canteen,1,0,0.2917984838321465,1898878,M4WBCF-VJGVA3-Q5XY50,533,foodsafety@westminster.gov.uk,Westminster,http://www.westminster.gov.uk/,False,,WC2H 7JX,2026-01-12T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.1292758,51.5107698,5.0,5.0,5.0
MARKET HALL WEST END 9 HOLLES STREET,,LONDON,,Hotbox,Takeaway/sandwich shop,7844,0,0.4763387950548897,1193963,19/00428/COMM,533,foodsafety@westminster.gov.uk,Westminster,http://www.westminster.gov.uk/,False,,W1G 0BD,2024-07-13T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.1447501,51.515467,0.0,0.0,0.0
DRURY HOUSE 34-43 RUSSELL STREET,,LONDON,,Hotel Amano Covent Garden/ Penelope's,Hotel/bed & breakfast/guest house,7842,0,0.5807409309938498,1581002,22/00786/COMM,533,foodsafety@westminster.gov.uk,Westminster,http://www.westminster.gov.uk/,False,,WC2B 5HA,2025-10-02T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.120498,51.5135971,0.0,5.0,5.0
,4 Monmouth Street,,London,Hotel Chocolat,Restaurant/Cafe/Canteen,1,0,0.2976672143582237,426346,71873,506,foodsafety@camden.gov.uk,Camden,http://www.camden.gov.uk,False,,WC2H 9EA,2026-02-17T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.127451002597809,51.5124053955078,0.0,5.0,5.0
,26 Tottenham Court Road,,,Hotel Chocolat,Retailers - other,4613,0,0.28034310585242983,1019603,83787,506,foodsafety@camden.gov.uk,Camden,http://www.camden.gov.uk,False,,W1T 1BJ,2024-07-12T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.132214993238449,51.5177040100098,0.0,0.0,0.0
UNIT 9 CHARING CROSS STATION STRAND,,LONDON,,Hotel Chocolat,Retailers - other,4613,0,0.5464783821996367,772667,01576/2004/4/009,533,foodsafety@westminster.gov.uk,Westminster,http://www.westminster.gov.uk/,False,,WC2N 5HS,2019-11-25T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.1247775,51.5083599,0.0,0.0,0.0
294 REGENT STREET,,LONDON,,Hotel Chocolat,Takeaway/sandwich shop,7844,0,0.38230132329569994,1002125,17/00343/COMM,533,foodsafety@westminster.gov.uk,Westminster,http://www.westminster.gov.uk/,False,,W1B 3AP,2024-03-30T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.1419801,51.5162415,0.0,0.0,5.0
HOTEL INTER-CONTINENTAL 1 HAMILTON PLACE,,LONDON,,Hotel Intercontinental,Hotel/bed & breakfast/guest house,7842,0,0.9778181392302685,411450,00430/0001/0/001,533,foodsafety@westminster.gov.uk,Westminster,http://www.westminster.gov.uk/,False,,W1J 7QY,2026-02-16T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.1505298,51.5040836,5.0,0.0,5.0
,350 Euston Road,,London,HOUSE OF WISDOM,Restaurant/Cafe/Canteen,1,0,0.8080099078211185,1251850,198358,506,foodsafety@camden.gov.uk,Camden,http://www.camden.gov.uk,False,,NW1 3AX,2021-06-10T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.142155,51.5243377,0.0,0.0,5.0
47 BLANDFORD STREET,MARYLEBONE HIGH STREET,LONDON,,How Matcha,Restaurant/Cafe/Canteen,1,0,0.9317115881168688,1884190,FY5Z4N-TBZTG9-SQZAEH,533,foodsafety@westminster.gov.uk,Westminster,http://www.westminster.gov.uk/,False,,W1U 7HQ,2024-06-22T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.1546083,51.5179696,0.0,0.0,0.0
,199-206 High Holborn,,,Hoxton Hotel,Hotel/bed & breakfast/guest house,7842,0,0.540168071015673,760592,81773,506,foodsafety@camden.gov.uk,Camden,http://www.camden.gov.uk,False,,WC1V 7BD,2026-04-14T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.12257,51.517046,0.0,0.0,0.0
Brook House,2-16 Torrington Place,,London,Hub By Premier Inn,Hotel/bed & breakfast/guest house,7842,0,0.5338000403210909,1068794,193666,506,foodsafety@camden.gov.uk,Camden,http://www.camden.gov.uk,False,,WC1E 7HN,2023-03-21T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.134587004780769,51.5215187072754,0.0,0.0,0.0
21 TOTHILL STREET,,LONDON,,Hub By Premier Inn London Westminster Abbey,Hotel/bed & breakfast/guest house,7842,0,0.9905522132640022,997233,17/00311/COMM,533,foodsafety@westminster.gov.uk,Westminster,http://www.westminster.gov.uk/,False,,SW1H 9LL,2024-02-17T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.1314354,51.4995543,0.0,0.0,0.0
JOHN LEWIS 278-306 OXFORD STREET,,LONDON,,Huffkins,Retailers - other,4613,0,0.4594476249350272,1182410,19/00408/COMM,533,foodsafety@westminster.gov.uk,Westminster,http://www.westminster.gov.uk/,False,,W1C 1DX,2024-09-16T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.14451094,51.51499798,5.0,5.0,0.0
,50a Earlham Street,,London,Humble Crumble,Restaurant/Cafe/Canteen,1,0,0.36268245024808143,1746385,204595,506,foodsafety@camden.gov.uk,Camden,http://www.camden.gov.uk,False,,WC2H 9LJ,2025-07-15T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.1255673,51.5139173,5.0,5.0,5.0
12 ST GEORGE STREET,,LONDON,,Humo,Restaurant/Cafe/Canteen,1,0,0.4112140847282753,1578901,22/00775/COMM,533,foodsafety@westminster.gov.uk,Westminster,http://www.westminster.gov.uk/,False,,W1S 2FB,2025-10-06T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.143303,51.5124225,0.0,5.0,0.0
21 CHARING CROSS ROAD,,LONDON,,Hungama Indian Street Food,Restaurant/Cafe/Canteen,1,0,0.3308329511077907,1735929,CLG4JJ-M8B2A3-SEBX6P,533,foodsafety@westminster.gov.uk,Westminster,http://www.westminster.gov.uk/,False,,WC2H 0ET,2024-09-16T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.1286587,51.5103553,0.0,0.0,0.0
We Work Aviation House,125-129 Kingsway,,London,I LOVE COFFEE ROASTING UK LTD,Restaurant/Cafe/Canteen,1,0,0.6171212567742692,1634012,202964,506,foodsafety@camden.gov.uk,Camden,http://www.camden.gov.uk,False,,WC2B 6NH,2024-02-14T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.1205757,51.5169616,0.0,0.0,0.0
NASH HOUSE 12 CARLTON HOUSE TERRACE,,LONDON,,Ica Bar,Restaurant/Cafe/Canteen,1,0,0.5292513445335871,412347,00779/0012/1/000,533,foodsafety@westminster.gov.uk,Westminster,http://www.westminster.gov.uk/,False,,SW1Y 5AH,2022-04-05T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.1308963,51.5063892,0.0,5.0,5.0
BASEMENT AND GROUND FLOOR 23-24 GREEK STREET,,LONDON,,ICCO,Restaurant/Cafe/Canteen,1,0,0.1514763485652544,1812729,FYLTJ6-V4QTXC-2Z726R,533,foodsafety@westminster.gov.uk,Westminster,http://www.westminster.gov.uk/,False,,W1D 4DZ,2025-12-22T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.1304822,51.5136847,,,
,46 Goodge Street,,London,Icco Pizza,Restaurant/Cafe/Canteen,1,0,0.39954598527480734,424636,29070,506,foodsafety@camden.gov.uk,Camden,http://www.camden.gov.uk,False,,W1T 4LU,2026-04-14T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.1360698,51.519439,5.0,5.0,5.0
2 SAVOY PLACE,,LONDON,,Iet London,Restaurant/Cafe/Canteen,1,0,0.6845653488739568,412558,00866/0002/0/000,533,foodsafety@westminster.gov.uk,Westminster,http://www.westminster.gov.uk/,False,,WC2R 0BL,2025-10-13T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.1192757,51.5100344,0.0,0.0,0.0
214 OXFORD STREET,,LONDON,,IKEA,Retailers - other,4613,0,0.33710409966289334,1777694,ELKBRH-6KC4FF-KP3FEC,533,foodsafety@westminster.gov.uk,Westminster,http://www.westminster.gov.uk/,False,,W1C 1DA,2025-07-14T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.1413317,51.5155298,5.0,0.0,5.0
BASEMENT AND GROUND FLOOR 20 WELLINGTON STREET,,LONDON,,IKKAN SUSHI,Restaurant/Cafe/Canteen,1,0,0.6148570059189716,1633832,ARYKYD-K3QTPP-M8S6T0,533,foodsafety@westminster.gov.uk,Westminster,http://www.westminster.gov.uk/,False,,WC2E 7DD,2025-01-21T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.119986,51.5120332,5.0,5.0,5.0
180 STRAND,,LONDON,,Ikoyi,Restaurant/Cafe/Canteen,1,0,0.8189272926404264,1562744,22/00675/COMM,533,foodsafety@westminster.gov.uk,Westminster,http://www.westminster.gov.uk/,False,,WC2R 1EA,2025-02-24T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.1150843,51.5124221,0.0,5.0,5.0
SIXTH FLOOR 27 ALBEMARLE STREET,WEST END,LONDON,,IL GATTOPARDO,Restaurant/Cafe/Canteen,1,0,0.4756523799613697,1711417,PG0493-EJBG7B-CY8PCT,533,foodsafety@westminster.gov.uk,Westminster,http://www.westminster.gov.uk/,False,,W1S 4HZ,2026-05-12T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.1427272,51.5095717,0.0,5.0,5.0
3 BLENHEIM STREET,,LONDON,,Il Pizzaiolo Restaurant,Restaurant/Cafe/Canteen,1,0,0.5529830617517377,411354,00343/0003/0/000,533,foodsafety@westminster.gov.uk,Westminster,http://www.westminster.gov.uk/,False,,W1S 1LA,2025-01-13T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.1468542,51.5140524,5.0,5.0,5.0
8-9 CROWN PASSAGE,,LONDON,,Il Vicolo,Restaurant/Cafe/Canteen,1,0,0.5664570473878059,1633858,KTW22R-98319L-5MQEZ1,533,foodsafety@westminster.gov.uk,Westminster,http://www.westminster.gov.uk/,False,,SW1Y 6PP,2025-05-29T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.1378451,51.5059602,5.0,0.0,5.0
SECOND FLOOR UNIT 14 KINGLY COURT KINGLY COURT,,LONDON,,Imads Syrian Kitchen,Restaurant/Cafe/Canteen,1,0,0.22256954646294033,1294850,20/00483/COMM,533,foodsafety@westminster.gov.uk,Westminster,http://www.westminster.gov.uk/,False,,W1B 5PW,2024-06-25T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.1387041,51.5124576,0.0,5.0,5.0
STEEL HOUSE 11 TOTHILL STREET,,LONDON,,Impact Food Group @ Harris  Westminster Sixth Form,School/college/university,7845,0,0.9922255513457984,804084,15/00244/COMM,533,foodsafety@westminster.gov.uk,Westminster,http://www.westminster.gov.uk/,False,,SW1H 9LH,2025-02-13T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.1311619,51.49955,0.0,5.0,0.0
413 OXFORD STREET,,LONDON,,Imperial London,Retailers - other,4613,0,0.7289269829619106,1672151,NZYXX3-3QT0MC-DW5CD4,533,foodsafety@westminster.gov.uk,Westminster,http://www.westminster.gov.uk/,False,,W1C 2PF,2023-11-21T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.1509488,51.5140181,0.0,0.0,5.0
8-10 WATERLOO PLACE,,LONDON,,Imperial Treasure Waterloo,Restaurant/Cafe/Canteen,1,0,0.4092680120360094,1043538,01045/0008/0/001,533,foodsafety@westminster.gov.uk,Westminster,http://www.westminster.gov.uk/,False,,,2024-08-20T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.1327498,51.5079295,5.0,5.0,5.0
20-21 LEICESTER SQUARE,,LONDON,,Inamo Sukoshi,Restaurant/Cafe/Canteen,1,0,0.2917984838321465,1898857,G2G33J-8TYRB6-DGCLDF,533,foodsafety@westminster.gov.uk,Westminster,http://www.westminster.gov.uk/,False,,WC2H 7JX,2026-01-12T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.1292758,51.5107698,0.0,5.0,5.0
8 ARGYLL STREET,WEST END,LONDON,,Inca London,Restaurant/Cafe/Canteen,1,0,0.2636852153067655,1416954,21/00697/COMM,533,foodsafety@westminster.gov.uk,Westminster,http://www.westminster.gov.uk/,False,,W1F 7TF,2024-12-04T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.1400173,51.5145377,0.0,0.0,0.0
5-8 LOWER JOHN STREET,,LONDON,,Index Ventures,Restaurant/Cafe/Canteen,1,0,0.2419937291793478,1907902,PLWA7F-121DXG-P4TE4D,533,foodsafety@westminster.gov.uk,Westminster,http://www.westminster.gov.uk/,False,,W1F 9DY,2026-03-23T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.1374507,51.5110348,0.0,0.0,0.0
Ground & 1st Floor's Industrious,15 Fitzroy Street,,,Industrious LON 15 Fitzroy Street Ltd,Takeaway/sandwich shop,7844,0,0.574570480130838,1918536,207124,506,foodsafety@camden.gov.uk,Camden,http://www.camden.gov.uk,False,,W1T 4DG,2026-04-28T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.1384447,51.521644,5.0,0.0,5.0
THE DEVONSHIRE ARMS PUBLIC HOUSE 21A DEVONSHIRE STREET,,LONDON,,INN 1888 Pub & Pizzeria,Restaurant/Cafe/Canteen,1,0,0.8836760222432294,1662330,KDKPG7-PJTF69-EN0P91,533,foodsafety@westminster.gov.uk,Westminster,http://www.westminster.gov.uk/,False,,W1G 6PD,2024-01-09T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.1505493,51.5213858,5.0,5.0,5.0
44 CHANDOS PLACE,,LONDON,,Institute Of Chinese Medicine,Retailers - other,4613,0,0.4440937467425702,410840,00026/0044/0/000,533,foodsafety@westminster.gov.uk,Westminster,http://www.westminster.gov.uk/,False,,WC2N 4HS,2024-09-12T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.1260929,51.5096669,0.0,5.0,0.0
116 PALL MALL,,LONDON,,Institute Of Directors,Restaurant/Cafe/Canteen,1,0,0.4682230984783039,910122,16/00329/COMM,533,foodsafety@westminster.gov.uk,Westminster,http://www.westminster.gov.uk/,False,,SW1Y 5ED,2025-08-28T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.1315984,51.5071918,5.0,5.0,0.0
229 GREAT PORTLAND STREET,,LONDON,,International Students House,Other catering premises,7841,0,0.8191268485128959,411925,00603/0229/0/000,533,foodsafety@westminster.gov.uk,Westminster,http://www.westminster.gov.uk/,False,,W1W 5PN,2026-06-11T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.1447954,51.5235701,0.0,5.0,0.0
,40 Goodge Street,,London,IPPUDO LONDON CO.LIMITED,Restaurant/Cafe/Canteen,1,0,0.40746604733511177,1214117,197743,506,foodsafety@camden.gov.uk,Camden,http://www.camden.gov.uk,False,,W1T 2QP,2020-01-06T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.1354712,51.5196274,5.0,5.0,5.0
,32 Store Street,,London,Iris Avenue,Restaurant/Cafe/Canteen,1,0,0.43371731176082584,1267266,198602,506,foodsafety@camden.gov.uk,Camden,http://www.camden.gov.uk,False,,WC1E 7BS,2021-11-22T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.1311819,51.5198289,0.0,0.0,0.0
